SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,$/SQUARE FEET
PAST SALE,2018-06-15,Single Family Residential,50 Whitney Ave,LOS GATOS,CA,95030,2050000,4,3,LOS GATOS,2184,8413,939
PAST SALE,2018-06-15,Townhouse,120 Plazoleta,LOS GATOS,CA,95032,1850000,3,2.5,LOS GATOS,2156,2311,858
PAST SALE,2018-06-15,Single Family Residential,124 Magneson Ter,LOS GATOS,CA,95032,1920000,3,2,LOS GATOS,1811,8664,1060
PAST SALE,2018-06-15,Single Family Residential,1503 Oburn Ct,CAMPBELL,CA,95008,2080000,4,3,CAMPBELL,2255,9601,922
PAST SALE,2018-06-18,Condo/Co-op,100 Via Collado,LOS GATOS,CA,95032,1410000,2,2,LOS GATOS,1443,2001,977
PAST SALE,2018-06-18,Townhouse,16345 Los Gatos Blvd #13,LOS GATOS,CA,95032,1335000,3,2,LOS GATOS,1312,2304,1018
PAST SALE,2018-06-18,Single Family Residential,15897 Camino Del Cerro,LOS GATOS,CA,95032,1900000,3,2,LOS GATOS,1714,9936,1109
PAST SALE,2018-06-18,Single Family Residential,470 San Benito Ave,LOS GATOS,CA,95030,3575000,6,5,LOS GATOS,5580,9318,641
PAST SALE,2018-06-18,Single Family Residential,15285 Shannon Rd,LOS GATOS,CA,95032,3610000,4,3.5,LOS GATOS,3784,262231,954
PAST SALE,2018-06-18,Single Family Residential,111 Amanda Ln,LOS GATOS,CA,95032,2950000,4,3,LOS GATOS,3070,9208,961
PAST SALE,2018-06-18,Single Family Residential,533 San Benito Ave,LOS GATOS,CA,95030,2800000,4,3.5,LOS GATOS,2428,9390,1153
PAST SALE,2018-06-19,Single Family Residential,26204 Highway 9,LOS GATOS,CA,95033,1300000,4,2.5,LOS GATOS,2536,459079,513
PAST SALE,2018-06-19,Single Family Residential,120 Sisters Ct,LOS GATOS,CA,95030,4418000,5,4.5,LOS GATOS,4407,21493,1002
PAST SALE,2018-06-20,Single Family Residential,1200 Audrey Ave,CAMPBELL,CA,95008,1630000,4,2,CAMPBELL,1606,8697,1015
PAST SALE,2018-06-20,Single Family Residential,15730 Linda Ave,LOS GATOS,CA,95032,2380000,5,3,LOS GATOS,3356,14138,709
PAST SALE,2018-06-20,Single Family Residential,339 Oak Meadow Dr,LOS GATOS,CA,95032,2448000,3,3,LOS GATOS,2840,10911,862
PAST SALE,2018-06-20,Single Family Residential,18536 Saratoga Los Gatos Rd,LOS GATOS,CA,95030,3812499,6,5.5,LOS GATOS,6550,43560,582
PAST SALE,2018-06-20,Single Family Residential,642 San Benito Ave,LOS GATOS,CA,95030,3200000,5,5,LOS GATOS,3935,6637,813
PAST SALE,2018-06-21,Townhouse,420 CLEARVIEW,LOS GATOS,CA,95032,1600000,4,3.5,LOS GATOS,2367,2220,676
PAST SALE,2018-06-21,Single Family Residential,403 Bella Vista Ave,LOS GATOS,CA,95032,2350000,4,3.5,LOS GATOS,2962,12947,793
PAST SALE,2018-06-21,Single Family Residential,19530 Aeronaut Way,LOS GATOS,CA,95033,2750000,6,5,LOS GATOS,6010,121014,458
PAST SALE,2018-06-22,Single Family Residential,12344 1st Fork Rd,LOS GATOS,CA,95033,1250000,4,2,LOS GATOS,2100,346302,595
PAST SALE,2018-06-22,Townhouse,15300 Winchester Blvd #8,LOS GATOS,CA,95030,1475000,2,2.5,LOS GATOS,2064,3066,715
PAST SALE,2018-06-22,Townhouse,207 Palmer Dr,LOS GATOS,CA,95032,1300000,3,2.5,LOS GATOS,1842,980,706
PAST SALE,2018-06-22,Single Family Residential,12344 1st Fork Rd,LOS GATOS,CA,95033,1250000,4,2,LOS GATOS,2100,346302,595
PAST SALE,2018-06-22,Townhouse,187 Altura Vis,LOS GATOS,CA,95032,1820000,3,2.5,LOS GATOS,2203,1882,826
PAST SALE,2018-06-25,Single Family Residential,1140 Marty Rd,LOS GATOS,CA,95033,950000,3,3,LOS GATOS,2039,144576,466
PAST SALE,2018-06-25,Single Family Residential,109 Louise Ct,LOS GATOS,CA,95032,3125000,6,3,LOS GATOS,3988,23540,784
PAST SALE,2018-06-25,Single Family Residential,17348 E Vineland Ave,MONTE SERENO,CA,95030,3300000,4,4,MONTE SERENO,3840,18746,859
PAST SALE,2018-06-26,Single Family Residential,23591 Hutchinson Rd,LOS GATOS,CA,95033,1530000,5,4.5,LOS GATOS,6035,186306,254
PAST SALE,2018-06-26,Single Family Residential,202 Lu Ray Dr,LOS GATOS,CA,95032,3000000,5,3,LOS GATOS,2860,11367,1049
PAST SALE,2018-06-27,Condo/Co-op,120 Oak Rim Way #10,LOS GATOS,CA,95032,1000000,2,1.5,LOS GATOS,1040,753,962
PAST SALE,2018-06-27,Single Family Residential,124 Hollycrest Dr,LOS GATOS,CA,95032,1739000,3,2,LOS GATOS,1323,6489,1314
PAST SALE,2018-06-27,Single Family Residential,202 University Ave,LOS GATOS,CA,95030,1999950,2,1,LOS GATOS,1242,6270,1610
PAST SALE,2018-06-28,Single Family Residential,15485 Corinne Dr,LOS GATOS,CA,95032,2300000,4,4.5,LOS GATOS,2718,9876,846
PAST SALE,2018-06-28,Single Family Residential,16696 Cypress Way,LOS GATOS,CA,95030,3240000,4,3,LOS GATOS,3795,42601,854
PAST SALE,2018-06-29,Single Family Residential,25322 Hutchinson Rd,LOS GATOS,CA,95033,1033700,3,2.5,LOS GATOS,2235,261360,463
PAST SALE,2018-06-29,Single Family Residential,1723 Morning Glory Ln,SAN JOSE,CA,95124,1350000,3,2,SAN JOSE,1346,7050,1003
PAST SALE,2018-06-29,Single Family Residential,23494 Sky View Ter,LOS GATOS,CA,95033,1385000,5,2.5,LOS GATOS,3100,67997,447
PAST SALE,2018-06-29,Townhouse,219 Escobar Ave,LOS GATOS,CA,95032,1285000,3,2,LOS GATOS,1218,2360,1055
PAST SALE,2018-06-29,Single Family Residential,22800 Riva Ridge Rd,LOS GATOS,CA,95033,1450000,4,2.5,LOS GATOS,2390,36242,607
PAST SALE,2018-06-29,Condo/Co-op,16345 Los Gatos Blvd #31,LOS GATOS,CA,95032,1265000,3,2.5,LOS GATOS,1260,1107,1004
PAST SALE,2018-06-29,Single Family Residential,16061 Winterbrook Rd,LOS GATOS,CA,95032,2160000,4,2,LOS GATOS,2000,13857,1080
PAST SALE,2018-06-29,Single Family Residential,14820 Sky Ln,LOS GATOS,CA,95032,3030000,4,3,LOS GATOS,3332,46394,909
PAST SALE,2018-06-29,Single Family Residential,727 Bicknell Rd,LOS GATOS,CA,95030,3000000,5,3.5,LOS GATOS,3789,43560,792
PAST SALE,2018-06-29,Single Family Residential,17089 Crescent Dr,LOS GATOS,CA,95030,2950000,4,2.5,LOS GATOS,2281,49328,1293
PAST SALE,2018-07-02,Single Family Residential,20711 Bear Creek Rd,LOS GATOS,CA,95033,1250000,7,3,LOS GATOS,3192,749276,392
PAST SALE,2018-07-02,Condo/Co-op,420 Alberto Way #39,LOS GATOS,CA,95032,900000,2,2,LOS GATOS,1032,1034,872
PAST SALE,2018-07-02,Single Family Residential,20711 Bear Creek Rd,LOS GATOS,CA,95033,1250000,7,3,LOS GATOS,3192,749276,392
PAST SALE,2018-07-02,Single Family Residential,17655 Old Summit Rd,LOS GATOS,CA,95033,1800000,4,2,LOS GATOS,2862,277091,629
PAST SALE,2018-07-02,Single Family Residential,15831 Poppy Ln,MONTE SERENO,CA,95030,1870000,2,1,MONTE SERENO,1236,8070,1513
PAST SALE,2018-07-02,Single Family Residential,211 Wilder Ave,LOS GATOS,CA,95030,2410000,3,2,LOS GATOS,2245,5733,1073
PAST SALE,2018-07-02,Single Family Residential,15845 GLEN UNA Dr,LOS GATOS,CA,95030,4400000,5,3.5,LOS GATOS,5071,42253,868
PAST SALE,2018-07-03,Townhouse,15800 Los Gatos Almaden Rd,LOS GATOS,CA,95032,1005000,2,2,LOS GATOS,1015,1890,990
PAST SALE,2018-07-03,Single Family Residential,151 Serra Ct,LOS GATOS,CA,95032,2500000,5,3,LOS GATOS,2400,5039,1042
PAST SALE,2018-07-03,Single Family Residential,151 Serra Ct,LOS GATOS,CA,95032,2500000,5,3,LOS GATOS,2400,5039,1042
PAST SALE,2018-07-06,Single Family Residential,20895 Panorama Dr,LOS GATOS,CA,95033,1393350,5,3.5,LOS GATOS,3308,62726,421
PAST SALE,2018-07-06,Single Family Residential,184 Villa Ave,LOS GATOS,CA,95030,2500000,3,2.5,LOS GATOS,1400,3825,1786
PAST SALE,2018-07-06,Single Family Residential,111 Ohlone Ct,LOS GATOS,CA,95032,2440000,3,2.5,LOS GATOS,2258,7298,1081
PAST SALE,2018-07-06,Single Family Residential,184 Villa Ave,LOS GATOS,CA,95030,2500000,3,2.5,LOS GATOS,1400,3825,1786
PAST SALE,2018-07-09,Condo/Co-op,439 Alberto Way Unit A207,LOS GATOS,CA,95032,705000,2,2,LOS GATOS,1136,1906,621
PAST SALE,2018-07-09,Single Family Residential,247 Edelen Ave,LOS GATOS,CA,95030,2365000,3,2.5,LOS GATOS,1984,6026,1192
PAST SALE,2018-07-10,Single Family Residential,105 Alerche Dr,LOS GATOS,CA,95032,2724400,4,2.5,LOS GATOS,3094,43189,881
PAST SALE,2018-07-11,Single Family Residential,16176 Rose Ave,MONTE SERENO,CA,95030,2800000,5,3,MONTE SERENO,2141,18396,1308
PAST SALE,2018-07-12,Single Family Residential,758 Solita Ct,LOS GATOS,CA,95030,2295000,3,2,LOS GATOS,2300,28000,998
PAST SALE,2018-07-13,Condo/Co-op,451 Alberto Way Unit D250,LOS GATOS,CA,95032,595000,2,2,LOS GATOS,888,,670
PAST SALE,2018-07-13,Single Family Residential,5280 Kensington Way,SAN JOSE,CA,95124,1451000,3,2,SAN JOSE,1248,6612,1163
PAST SALE,2018-07-16,Single Family Residential,1610 Elwood Dr,LOS GATOS,CA,95032,1598000,3,2,LOS GATOS,1840,6109,868
PAST SALE,2018-07-16,Single Family Residential,110 Mozart Ave,LOS GATOS,CA,95032,2020000,5,3,LOS GATOS,2468,8085,818
PAST SALE,2018-07-16,Single Family Residential,17770 Bruce Ave,MONTE SERENO,CA,95030,3000000,4,3.5,MONTE SERENO,2752,11698,1090
PAST SALE,2018-07-17,Single Family Residential,21495 Aldercroft Hts,LOS GATOS,CA,95033,1001000,3,3,LOS GATOS,2600,30855,385
PAST SALE,2018-07-17,Single Family Residential,29700 Loma Chiquita Rd,LOS GATOS,CA,95033,740000,2,2,LOS GATOS,1829,258065,405
PAST SALE,2018-07-18,Single Family Residential,20911 Locust Dr,LOS GATOS,CA,95033,864000,2,1.5,LOS GATOS,1491,15730,579
PAST SALE,2018-07-18,Single Family Residential,16536 Farley Rd,LOS GATOS,CA,95032,2655000,4,3,LOS GATOS,2986,9154,889
PAST SALE,2018-07-19,Single Family Residential,17850 Kiowa Trl,LOS GATOS,CA,95033,1100000,2,1,LOS GATOS,1882,19403,584
PAST SALE,2018-07-19,Single Family Residential,407 University Ave,LOS GATOS,CA,95032,1450000,2,1,LOS GATOS,784,6077,1849
PAST SALE,2018-07-20,Single Family Residential,14101 Capri Dr,LOS GATOS,CA,95032,1250000,2,1,LOS GATOS,1136,8401,1100
PAST SALE,2018-07-20,Single Family Residential,15811 Loma Vista Ave,LOS GATOS,CA,95032,1600000,4,3.5,LOS GATOS,1498,8117,1068
PAST SALE,2018-07-20,Single Family Residential,14101 Capri Dr,LOS GATOS,CA,95032,1250000,2,1,LOS GATOS,1136,8401,1100
PAST SALE,2018-07-20,Single Family Residential,17220-250 Pine Ave,LOS GATOS,CA,95032,2150000,6,3,LOS GATOS,2066,67013,1041
PAST SALE,2018-07-23,Single Family Residential,21562 Locust Dr,LOS GATOS,CA,95033,1210000,4,3,LOS GATOS,1968,51836,615
PAST SALE,2018-07-23,Single Family Residential,15075 Blossom Hill Rd,LOS GATOS,CA,95032,2100000,4,2.5,LOS GATOS,2536,15922,828
PAST SALE,2018-07-23,Single Family Residential,105 Sierra Morena Ct,LOS GATOS,CA,95032,2300000,4,2.5,LOS GATOS,2750,8901,836
PAST SALE,2018-07-24,Single Family Residential,5153 Sandy Ln,SAN JOSE,CA,95124,1433000,3,2,SAN JOSE,1233,6176,1162
PAST SALE,2018-07-24,Single Family Residential,228 Barbara Dr,LOS GATOS,CA,95032,1567000,3,2,LOS GATOS,1279,6060,1225
PAST SALE,2018-07-25,Condo/Co-op,14245 Lora Dr #10,LOS GATOS,CA,95032,705000,2,1,LOS GATOS,900,900,783
PAST SALE,2018-07-25,Townhouse,119 Vista Del Lago,LOS GATOS,CA,95032,1300000,2,2,LOS GATOS,1380,924,942
PAST SALE,2018-07-25,Single Family Residential,35 Tait Ave,LOS GATOS,CA,95030,1998000,3,2.5,LOS GATOS,1445,3592,1383
PAST SALE,2018-07-26,Single Family Residential,16374 Lavender Ln,LOS GATOS,CA,95032,2615000,5,2.5,LOS GATOS,2727,12150,959
PAST SALE,2018-07-27,Single Family Residential,21408 Madrone Dr,LOS GATOS,CA,95033,751000,2,1,LOS GATOS,1044,9855,719
PAST SALE,2018-07-27,Townhouse,100 Altura Vis,LOS GATOS,CA,95032,1250000,3,2,LOS GATOS,1440,2002,868
PAST SALE,2018-07-27,Townhouse,100 Altura Vis,LOS GATOS,CA,95032,1250000,3,2,LOS GATOS,1440,2002,868
PAST SALE,2018-07-27,Single Family Residential,16881 Mitchell Ave,LOS GATOS,CA,95032,2630000,4,4.5,LOS GATOS,3475,3521,757
PAST SALE,2018-07-30,Single Family Residential,16494 Farley Rd,LOS GATOS,CA,95032,3600000,5,5.5,LOS GATOS,3710,9500,970
PAST SALE,2018-07-31,Single Family Residential,1610 Hyde Dr,LOS GATOS,CA,95032,1680000,3,2,LOS GATOS,1854,8516,906
PAST SALE,2018-07-31,Single Family Residential,24569 Hutchinson Rd,LOS GATOS,CA,95033,1350000,3,2,LOS GATOS,2073,72310,651
PAST SALE,2018-07-31,Single Family Residential,224 Danville Dr,LOS GATOS,CA,95032,1800000,4,3,LOS GATOS,2056,8002,875
PAST SALE,2018-07-31,Single Family Residential,178 Jackson St,LOS GATOS,CA,95030,2839000,4,3,LOS GATOS,3096,10732,917
PAST SALE,2018-08-02,Single Family Residential,121 Farnham Ln,LOS GATOS,CA,95032,2000000,4,3,LOS GATOS,2203,3829,908
PAST SALE,2018-08-02,Single Family Residential,115 Belcrest Dr,LOS GATOS,CA,95032,2200000,4,2.5,LOS GATOS,2448,11428,899
PAST SALE,2018-08-03,Condo/Co-op,14225 Lora Dr #20,LOS GATOS,CA,95032,550000,1,1,LOS GATOS,816,814,674
PAST SALE,2018-08-03,Townhouse,120 Pine Wood Ln,LOS GATOS,CA,95032,955000,2,1.5,LOS GATOS,997,2020,958
PAST SALE,2018-08-03,Condo/Co-op,503 Blossom Hill Rd,LOS GATOS,CA,95032,1210000,3,2.5,LOS GATOS,1909,1012,634
PAST SALE,2018-08-03,Single Family Residential,18571 Blythswood Dr,LOS GATOS,CA,95030,3174000,5,4.5,LOS GATOS,3740,44573,849
PAST SALE,2018-08-06,Single Family Residential,18107 Bancroft Ave,MONTE SERENO,CA,95030,2705625,4,2.5,MONTE SERENO,2976,21507,909
PAST SALE,2018-08-06,Single Family Residential,16305 Matilija Dr,LOS GATOS,CA,95030,3825000,5,4,LOS GATOS,3460,62015,1105
PAST SALE,2018-08-07,Single Family Residential,20100 Thompson Rd,LOS GATOS,CA,95033,750000,3,2,LOS GATOS,1300,96715,577
PAST SALE,2018-08-08,Single Family Residential,17900 Saratoga Los Gatos Rd,MONTE SERENO,CA,95030,2230000,4,3.5,MONTE SERENO,2450,14180,910
PAST SALE,2018-08-09,Single Family Residential,105 Sund Ave,LOS GATOS,CA,95030,4822500,5,5.5,LOS GATOS,5342,49474,903
PAST SALE,2018-08-10,Condo/Co-op,451 Alberto Way Unit D152,LOS GATOS,CA,95032,810000,3,2,LOS GATOS,1452,2876,558
PAST SALE,2018-08-10,Single Family Residential,15210 Old Ranch Rd,LOS GATOS,CA,95033,1475000,4,3,LOS GATOS,2384,213531,619
PAST SALE,2018-08-13,Condo/Co-op,55 Church St #1104,LOS GATOS,CA,95030,1280000,3,2,LOS GATOS,1696,1784,755
PAST SALE,2018-08-13,Single Family Residential,110 Alerche Dr,LOS GATOS,CA,95032,3899000,4,4.5,LOS GATOS,5326,41168,732
PAST SALE,2018-08-14,Single Family Residential,18187 Zella Ct,LOS GATOS,CA,95033,1325000,3,2,LOS GATOS,2031,45477,652
PAST SALE,2018-08-15,Single Family Residential,265 OUTER ZAYANTE Rd,LOS GATOS,CA,95033,870000,4,2,LOS GATOS,1558,42515,558
PAST SALE,2018-08-15,Single Family Residential,16239 Long Branch Rd,LOS GATOS,CA,95033,889000,3,2.5,LOS GATOS,1316,82503,676
PAST SALE,2018-08-15,Single Family Residential,243 Via La Posada,LOS GATOS,CA,95032,2450000,4,3,LOS GATOS,2365,11173,1036
PAST SALE,2018-08-15,Single Family Residential,213 Harding Ave,LOS GATOS,CA,95030,2265000,4,3,LOS GATOS,3069,11680,738
PAST SALE,2018-08-15,Single Family Residential,2101 Blossom Valley Dr,SAN JOSE,CA,95124,1788000,4,3,SAN JOSE,1849,6666,967
PAST SALE,2018-08-17,Single Family Residential,,LOS GATOS,CA,95033,540000,2,1,LOS GATOS,842,11079,641
PAST SALE,2018-08-17,Single Family Residential,110 Greendale Dr,LOS GATOS,CA,95032,1870000,4,2,LOS GATOS,1778,5939,1052
PAST SALE,2018-08-17,Single Family Residential,17230 Zena Ave,MONTE SERENO,CA,95030,2000000,3,2,MONTE SERENO,1719,15163,1163
PAST SALE,2018-08-20,Townhouse,15400 Winchester Blvd #48,LOS GATOS,CA,95030,1505500,3,2.5,LOS GATOS,1800,2150,836
PAST SALE,2018-08-20,Single Family Residential,5512 Blossom Terrace Ct,SAN JOSE,CA,95124,1568000,4,3,SAN JOSE,1550,6970,1012
PAST SALE,2018-08-21,Single Family Residential,20200 Highway 17,LOS GATOS,CA,95030,499000,1,1,LOS GATOS,574,125839,869
PAST SALE,2018-08-21,Single Family Residential,11845 Skyline Blvd,LOS GATOS,CA,95033,1075000,4,2.5,LOS GATOS,2416,58682,445
PAST SALE,2018-08-21,Single Family Residential,5549 Copeland Pl,SAN JOSE,CA,95124,1380000,3,2,SAN JOSE,1831,6230,754
PAST SALE,2018-08-21,Single Family Residential,100 Belcrest Dr,LOS GATOS,CA,95032,2200000,4,2.5,LOS GATOS,2424,10625,908
PAST SALE,2018-08-22,Single Family Residential,17224 Debbie Rd,LOS GATOS,CA,95033,1169500,3,3,LOS GATOS,2290,142311,511
PAST SALE,2018-08-22,Single Family Residential,709 More Ave,LOS GATOS,CA,95032,4125000,4,4.5,LOS GATOS,3988,20849,1034
PAST SALE,2018-08-23,Single Family Residential,1220 Fern Rdg,LOS GATOS,CA,95033,1100000,3,2,LOS GATOS,1995,268460,551
PAST SALE,2018-08-23,Townhouse,15840 Los Gatos Almaden Rd,LOS GATOS,CA,95032,1000000,2,2,LOS GATOS,1015,1890,985
PAST SALE,2018-08-23,Single Family Residential,214 Mattson Ave,LOS GATOS,CA,95032,1525000,3,2,LOS GATOS,1444,8879,1056
PAST SALE,2018-08-23,Single Family Residential,5477 Leigh Ave,SAN JOSE,CA,95124,1260000,3,1.5,SAN JOSE,1471,6447,857
PAST SALE,2018-08-23,Single Family Residential,224 Prince St,LOS GATOS,CA,95032,1955000,5,3,LOS GATOS,2794,8352,700
PAST SALE,2018-08-24,Single Family Residential,40 Whitney Ave,LOS GATOS,CA,95030,1720000,2,1,LOS GATOS,912,4799,1886
PAST SALE,2018-08-24,Townhouse,130 Vasona Oaks Dr,LOS GATOS,CA,95032,1475000,3,2,LOS GATOS,1750,1979,843
PAST SALE,2018-08-27,Single Family Residential,17080 Summit Way,LOS GATOS,CA,95030,4750000,5,6,LOS GATOS,4571,22663,1039
PAST SALE,2018-08-27,Single Family Residential,105 Elena Way,LOS GATOS,CA,95032,2530000,5,2.5,LOS GATOS,2655,12413,953
PAST SALE,2018-08-29,Condo/Co-op,120 Oak Rim Way #1,LOS GATOS,CA,95032,925000,2,1.5,LOS GATOS,1040,672,889
PAST SALE,2018-08-30,Single Family Residential,112 Wollin Way,LOS GATOS,CA,95032,2100000,3,2,LOS GATOS,2318,13337,906
PAST SALE,2018-08-30,Single Family Residential,102 Angel Ct,LOS GATOS,CA,95032,4170000,4,4.5,LOS GATOS,4299,66173,970
PAST SALE,2018-08-31,Condo/Co-op,600 Pennsylvania Ave #14,LOS GATOS,CA,95030,835000,1,1.5,LOS GATOS,864,833,966
PAST SALE,2018-08-31,Condo/Co-op,420 Alberto Way #38,LOS GATOS,CA,95032,850000,2,2,LOS GATOS,1032,973,824
PAST SALE,2018-08-31,Single Family Residential,21520 Betty Ann Ct,LOS GATOS,CA,95033,1237250,3,3,LOS GATOS,2008,13256,616
PAST SALE,2018-08-31,Single Family Residential,230 Burrell Ct,LOS GATOS,CA,95033,1085000,3,2.5,LOS GATOS,2283,60766,475
PAST SALE,2018-08-31,Single Family Residential,16798 Potter Ct,LOS GATOS,CA,95032,2465000,5,3,LOS GATOS,2564,6824,961
PAST SALE,2018-09-04,Single Family Residential,15091 Becky Ln,MONTE SERENO,CA,95030,4270000,5,5,MONTE SERENO,4869,56628,877
PAST SALE,2018-09-05,Single Family Residential,323 Andrews St,LOS GATOS,CA,95030,1661000,2,2,LOS GATOS,1264,6903,1314
PAST SALE,2018-09-05,Single Family Residential,20545 Beggs Rd,LOS GATOS,CA,95033,2900000,6,5.5,LOS GATOS,7561,101738,384
PAST SALE,2018-09-06,Townhouse,120 Carlton Ave #53,LOS GATOS,CA,95032,1310000,3,2.5,LOS GATOS,1604,1590,817
PAST SALE,2018-09-06,Single Family Residential,105 Belglen Way,LOS GATOS,CA,95032,1700000,4,2,LOS GATOS,1748,10218,973
PAST SALE,2018-09-07,Single Family Residential,15900 Old Japanese Rd,LOS GATOS,CA,95033,948900,3,2,LOS GATOS,2012,579784,472
PAST SALE,2018-09-07,Condo/Co-op,420 Alberto Way #22,LOS GATOS,CA,95032,840500,2,2,LOS GATOS,1032,991,814
PAST SALE,2018-09-07,Single Family Residential,25147 Radonich Rd Unit B,LOS GATOS,CA,95033,1400000,4,2.5,LOS GATOS,2070,171365,676
PAST SALE,2018-09-07,Single Family Residential,16336 Shady View Ln,LOS GATOS,CA,95032,2000000,3,1,LOS GATOS,1056,8445,1894
PAST SALE,2018-09-10,Single Family Residential,104 Ohlone Ct,LOS GATOS,CA,95032,2442000,3,2.5,LOS GATOS,2183,4813,1119
PAST SALE,2018-09-11,Single Family Residential,1495 Theresa Ave,CAMPBELL,CA,95008,1250000,3,2,CAMPBELL,1320,9768,947
PAST SALE,2018-09-11,Single Family Residential,1495 Theresa Ave,CAMPBELL,CA,95008,1250000,3,2,CAMPBELL,1320,9768,947
PAST SALE,2018-09-12,Condo/Co-op,14225 Lora Dr #25,LOS GATOS,CA,95032,540000,1,1,LOS GATOS,816,814,662
PAST SALE,2018-09-13,Single Family Residential,359 Blackwell Dr,LOS GATOS,CA,95032,1325000,4,3,LOS GATOS,1753,6183,756
PAST SALE,2018-09-13,Single Family Residential,19528 Aeronaut Way,LOS GATOS,CA,95033,3838000,5,6,LOS GATOS,7874,212996,487
PAST SALE,2018-09-14,Single Family Residential,18725 BEAR CREEK Rd,LOS GATOS,CA,95033,2000000,4,3.5,LOS GATOS,3255,48278,614
PAST SALE,2018-09-17,Single Family Residential,17736 Navajo Trl,LOS GATOS,CA,95033,976568,3,2,LOS GATOS,1696,10474,576
PAST SALE,2018-09-17,Single Family Residential,17428 E Vineland Ave,MONTE SERENO,CA,95030,1600000,2,1,MONTE SERENO,790,7586,2025
PAST SALE,2018-09-17,Single Family Residential,134 Lester Ln,LOS GATOS,CA,95032,1660000,3,2,LOS GATOS,1309,6242,1268
PAST SALE,2018-09-18,Townhouse,162 Calle Larga,LOS GATOS,CA,95032,1399000,3,3,LOS GATOS,2035,3073,687
PAST SALE,2018-09-19,Single Family Residential,1436 Abbott Ave,CAMPBELL,CA,95008,1175000,3,2,CAMPBELL,2000,8755,588
PAST SALE,2018-09-20,Single Family Residential,21383 Madrone Dr,LOS GATOS,CA,95033,785000,2,1,LOS GATOS,1060,8218,741
PAST SALE,2018-09-20,Single Family Residential,22075 Old Santa Cruz Hwy,LOS GATOS,CA,95033,929750,3,2,LOS GATOS,1484,48502,627
PAST SALE,2018-09-20,Townhouse,16152 Loretta Ln,LOS GATOS,CA,95032,950000,2,2.5,LOS GATOS,1334,574,712
PAST SALE,2018-09-20,Single Family Residential,213 Edelen Ave,LOS GATOS,CA,95030,2100000,4,3,LOS GATOS,1975,6600,1063
PAST SALE,2018-09-20,Single Family Residential,116 Teresita Way,LOS GATOS,CA,95032,3250000,4,4.5,LOS GATOS,4271,35550,761
PAST SALE,2018-09-21,Single Family Residential,16070 Shannon Rd,LOS GATOS,CA,95032,2982500,5,3,LOS GATOS,3647,11692,818
PAST SALE,2018-09-24,Condo/Co-op,420 Alberto Way #32,LOS GATOS,CA,95032,875000,2,2,LOS GATOS,1032,988,848
PAST SALE,2018-09-24,Single Family Residential,193 Howes Dr,LOS GATOS,CA,95032,1290000,2,1.5,LOS GATOS,1088,6969,1186
PAST SALE,2018-09-24,Single Family Residential,17625 Upper East Zayante Rd,LOS GATOS,CA,95033,1775000,4,2.5,LOS GATOS,2963,130680,599
PAST SALE,2018-09-25,Single Family Residential,40 Ashler Ave,LOS GATOS,CA,95030,1699000,3,2.5,LOS GATOS,1200,6248,1416
PAST SALE,2018-09-25,Single Family Residential,15331 Francis Oaks Way,LOS GATOS,CA,95032,3010000,4,4,LOS GATOS,4260,44178,707
PAST SALE,2018-09-26,Single Family Residential,250 Rocky Rd,SOQUEL,CA,95073,1175000,3,2.5,SOQUEL,2395,441655,491
PAST SALE,2018-09-28,Single Family Residential,19150 Beardsley Rd,LOS GATOS,CA,95033,750000,2,1.5,LOS GATOS,1635,3248,459
PAST SALE,2018-09-28,Single Family Residential,220 Danville Dr,LOS GATOS,CA,95032,1750000,4,3,LOS GATOS,1705,8004,1026
PAST SALE,2018-09-28,Single Family Residential,15689 Linda Ave,LOS GATOS,CA,95032,1528000,3,2,LOS GATOS,1446,7723,1057
PAST SALE,2018-09-28,Single Family Residential,106 Towne Ter,LOS GATOS,CA,95032,1575000,3,2.5,LOS GATOS,1288,3281,1223
PAST SALE,2018-09-28,Townhouse,117 Rio Vis,LOS GATOS,CA,95032,1295000,3,3,LOS GATOS,2152,2426,602
PAST SALE,2018-09-28,Single Family Residential,104 Oakpark Dr,LOS GATOS,CA,95032,1300000,3,2,LOS GATOS,1136,6577,1144
PAST SALE,2018-09-28,Single Family Residential,371 Penn Way,LOS GATOS,CA,95032,1400000,4,2,LOS GATOS,1366,6262,1025
PAST SALE,2018-09-28,Townhouse,504 Clearview Dr,LOS GATOS,CA,95032,1260000,3,2,LOS GATOS,1409,2891,894
PAST SALE,2018-09-28,Single Family Residential,220 Danville Dr,LOS GATOS,CA,95032,1750000,4,3,LOS GATOS,1705,8004,1026
PAST SALE,2018-09-28,Single Family Residential,755 Blossom Hill Rd,LOS GATOS,CA,95032,2200000,2,1.5,LOS GATOS,1824,21058,1206
PAST SALE,2018-10-01,Single Family Residential,18311 Las Cumbres Rd,LOS GATOS,CA,95033,1425000,4,4.5,LOS GATOS,3269,39335,436
PAST SALE,2018-10-01,Single Family Residential,15624 Linda Ave,LOS GATOS,CA,95032,2175000,4,3,LOS GATOS,2169,8127,1003
PAST SALE,2018-10-02,Single Family Residential,2305 Bear Canyon Rd,LOS GATOS,CA,95033,679000,3,2,LOS GATOS,1100,477679,617
